time(s),segment,left_wheel_vel(rad/s),right_wheel_vel(rad/s),base_vx(m/s),base_omega_z(rad/s),ankle_pos(rad),ankle_pos(deg),ankle_vel(rad/s),ankle_acc(rad/s²),ankle_torque(Nm),knee_pos(rad),knee_pos(deg),knee_vel(rad/s),knee_acc(rad/s²),knee_torque(Nm),hip_pos(rad),hip_pos(deg),hip_vel(rad/s),hip_acc(rad/s²),hip_torque(Nm),waist_roll_pos(rad),waist_roll_pos(deg),waist_roll_vel(rad/s),waist_roll_acc(rad/s²),waist_roll_torque(Nm),waist_yaw_pos(rad),waist_yaw_pos(deg),waist_yaw_vel(rad/s),waist_yaw_acc(rad/s²),waist_yaw_torque(Nm)
0.0000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000,0.000000,-7.768307,-0.000000,0.000000,0.000,0.000000,-17.925534,-0.008301,0.000000,0.000,0.000000,-8.268121,-0.000043,0.000000,0.000,0.000000,-0.000371,-0.000000,0.000000,0.000,0.000000,-0.002025,25.021804
0.0100,0,10.627028,10.627028,0.005532,0.000272,-0.000777,-0.045,-0.077683,0.753317,0.000000,-0.001793,-0.103,-0.179255,-0.176515,-0.005685,-0.000827,-0.047,-0.082681,0.217029,0.000012,-0.000000,-0.000,-0.000004,0.000202,-0.000000,-0.000000,-0.000,-0.000020,0.000591,0.004103
0.0200,0,10.629002,10.629002,0.012034,0.000202,-0.001478,-0.085,-0.070150,0.470813,-0.000000,-0.003603,-0.206,-0.181020,0.018075,-0.003067,-0.001632,-0.094,-0.080511,0.126362,0.000006,-0.000000,-0.000,-0.000002,0.000141,-0.000000,-0.000000,-0.000,-0.000014,0.000556,-0.000559
0.0300,0,10.629024,10.629024,0.015542,0.000165,-0.002133,-0.122,-0.065442,0.290091,-0.000000,-0.005411,-0.310,-0.180840,0.128154,-0.001497,-0.002424,-0.139,-0.079247,0.081770,0.000002,-0.000000,-0.000,-0.000000,0.000082,-0.000000,-0.000000,-0.000,-0.000009,0.000346,-0.000586
0.0400,0,10.629056,10.629056,0.017205,0.000147,-0.002758,-0.158,-0.062541,0.179493,0.000000,-0.007207,-0.413,-0.179558,0.192988,-0.000553,-0.003209,-0.184,-0.078430,0.055718,0.000000,-0.000000,-0.000,0.000001,0.000046,-0.000000,-0.000000,-0.000,-0.000005,0.000215,-0.000599
0.0500,0,10.629098,10.629098,0.017748,0.000141,-0.003366,-0.193,-0.060746,0.112341,-0.000000,-0.008983,-0.515,-0.177628,0.229930,0.000019,-0.003987,-0.228,-0.077872,0.040968,-0.000001,-0.000000,-0.000,0.000001,0.000024,-0.000000,-0.000001,-0.000,-0.000003,0.000133,-0.000602
0.0600,0,10.629151,10.629151,0.017616,0.000142,-0.003962,-0.227,-0.059623,0.072040,0.000000,-0.010736,-0.615,-0.175329,0.249698,0.000375,-0.004762,-0.273,-0.077463,0.033132,-0.000002,-0.000000,-0.000,0.000001,0.000010,-0.000000,-0.000001,-0.000,-0.000002,0.000083,-0.000596
0.0700,0,10.629215,10.629215,0.017087,0.000145,-0.004551,-0.261,-0.058902,0.048303,-0.000000,-0.012465,-0.714,-0.172832,0.258935,0.000609,-0.005533,-0.317,-0.077131,0.029495,-0.000002,-0.000000,-0.000,0.000001,0.000002,-0.000000,-0.000001,-0.000,-0.000001,0.000052,-0.000580
0.0800,0,10.629290,10.629290,0.016330,0.000151,-0.005135,-0.294,-0.058419,0.034753,-0.000000,-0.014167,-0.812,-0.170243,0.261755,0.000777,-0.006302,-0.361,-0.076836,0.028376,-0.000002,-0.000000,-0.000,0.000001,-0.000003,-0.000000,-0.000001,-0.000,-0.000001,0.000032,-0.000555
0.0900,0,10.629375,10.629375,0.015449,0.000157,-0.005716,-0.327,-0.058072,0.027439,-0.000000,-0.015843,-0.908,-0.167625,0.260704,0.000915,-0.007067,-0.405,-0.076553,0.028740,-0.000002,0.000000,0.000,0.000001,-0.000006,-0.000000,-0.000001,-0.000,-0.000000,0.000020,-0.000522
0.1000,0,10.629470,10.629470,0.014510,0.000162,-0.006294,-0.361,-0.057797,0.023916,0.000000,-0.017493,-1.002,-0.165018,0.257355,0.001040,-0.007830,-0.449,-0.076265,0.029947,-0.000002,0.000000,0.000,0.000001,-0.000008,-0.000000,-0.000001,-0.000,0.000000,0.000013,-0.000480
0.1100,0,10.629577,10.629577,0.013550,0.000167,-0.006869,-0.394,-0.057558,0.022672,-0.000000,-0.019118,-1.095,-0.162445,0.252681,0.001164,-0.008590,-0.492,-0.075966,0.031606,-0.000002,0.000000,0.000,0.000001,-0.000009,-0.000000,-0.000001,-0.000,0.000000,0.000008,-0.000430
0.1200,0,10.629693,10.629693,0.012592,0.000172,-0.007443,-0.426,-0.057331,0.022772,0.000000,-0.020717,-1.187,-0.159918,0.247278,0.001293,-0.009346,-0.535,-0.075650,0.033477,-0.000002,0.000000,0.000,0.000001,-0.000010,-0.000000,-0.000001,-0.000,0.000000,0.000006,-0.000372
0.1300,0,10.629821,10.629821,0.011651,0.000175,-0.008014,-0.459,-0.057104,0.023640,-0.000000,-0.022292,-1.277,-0.157445,0.241513,0.001427,-0.010099,-0.579,-0.075315,0.035417,-0.000002,0.000000,0.000,0.000001,-0.000010,-0.000000,-0.000001,-0.000,0.000000,0.000004,-0.000306
0.1400,0,10.629959,10.629959,0.010733,0.000177,-0.008582,-0.492,-0.056867,0.024924,-0.000000,-0.023842,-1.366,-0.155030,0.235608,0.001568,-0.010849,-0.622,-0.074961,0.037340,-0.000002,0.000000,0.000,0.000001,-0.000011,-0.000000,-0.000001,-0.000,0.000000,0.000003,-0.000234
0.1500,0,10.630108,10.630108,0.009842,0.000179,-0.009149,-0.524,-0.056618,0.026408,-0.000000,-0.025369,-1.454,-0.152674,0.229697,0.001714,-0.011595,-0.664,-0.074587,0.039196,-0.000002,0.000000,0.000,0.000001,-0.000011,-0.000000,-0.000001,-0.000,0.000000,0.000002,-0.000155
0.1600,0,10.630267,10.630267,0.008981,0.000180,-0.009712,-0.556,-0.056354,0.027963,-0.000000,-0.026872,-1.540,-0.150377,0.223858,0.001863,-0.012337,-0.707,-0.074195,0.040958,-0.000001,0.000000,0.000,0.000001,-0.000011,-0.000000,-0.000001,-0.000,0.000000,0.000002,-0.000070
0.1700,0,10.630438,10.630437,0.008150,0.000180,-0.010273,-0.589,-0.056074,0.029509,-0.000000,-0.028354,-1.625,-0.148138,0.218138,0.002014,-0.013075,-0.749,-0.073786,0.042611,-0.000001,0.000000,0.000,0.000001,-0.000011,-0.000000,-0.000001,-0.000,0.000000,0.000002,0.000021
0.1800,0,10.630618,10.630618,0.007347,0.000179,-0.010831,-0.621,-0.055779,0.031004,0.000000,-0.029813,-1.708,-0.145957,0.212561,0.002163,-0.013808,-0.791,-0.073360,0.044151,-0.000001,0.000000,0.000,0.000000,-0.000011,-0.000000,-0.000001,-0.000,0.000000,0.000002,0.000116
0.1900,0,10.630810,10.630810,0.006574,0.000177,-0.011385,-0.652,-0.055469,0.032421,0.000000,-0.031252,-1.791,-0.143831,0.207138,0.002310,-0.014537,-0.833,-0.072918,0.045577,-0.000001,0.000000,0.000,0.000000,-0.000010,-0.000000,-0.000001,-0.000,0.000000,0.000002,0.000214
0.2000,0,10.631011,10.631011,0.005827,0.000174,-0.011937,-0.684,-0.055145,0.033747,-0.000000,-0.032669,-1.872,-0.141760,0.201873,0.002450,-0.015262,-0.874,-0.072463,0.046891,-0.000001,0.000000,0.000,0.000000,-0.000010,-0.000000,-0.000001,-0.000,0.000000,0.000002,0.000316
0.2100,0,10.631224,10.631224,0.005107,0.000171,-0.012485,-0.715,-0.054807,0.034979,-0.000000,-0.034067,-1.952,-0.139741,0.196765,0.002584,-0.015982,-0.916,-0.071994,0.048097,-0.000001,0.000000,0.000,0.000000,-0.000010,-0.000000,-0.000001,-0.000,0.000000,0.000002,0.000420
0.2200,0,10.631447,10.631447,0.004412,0.000167,-0.013029,-0.747,-0.054458,0.036114,-0.000000,-0.035444,-2.031,-0.137773,0.191812,0.002708,-0.016697,-0.957,-0.071513,0.049201,-0.000001,0.000000,0.000,0.000000,-0.000010,-0.000000,-0.000001,-0.000,0.000000,0.000002,0.000524
0.2300,0,10.631681,10.631681,0.003741,0.000163,-0.013570,-0.778,-0.054096,0.037155,-0.000000,-0.036803,-2.109,-0.135855,0.187007,0.002821,-0.017407,-0.997,-0.071021,0.050207,-0.000001,0.000000,0.000,-0.000000,-0.000010,-0.000000,-0.000001,-0.000,0.000000,0.000002,0.000630
0.2400,0,10.631926,10.631926,0.003092,0.000158,-0.014108,-0.808,-0.053725,0.038106,-0.000000,-0.038143,-2.185,-0.133985,0.182346,0.002921,-0.018112,-1.038,-0.070519,0.051121,-0.000001,0.000000,0.000,-0.000000,-0.000010,-0.000000,-0.000001,-0.000,0.000001,0.000002,0.000734
0.2500,0,10.632181,10.632181,0.002464,0.000153,-0.014641,-0.839,-0.053344,0.038970,0.000000,-0.039464,-2.261,-0.132162,0.177822,0.003007,-0.018812,-1.078,-0.070007,0.051949,-0.000001,0.000000,0.000,-0.000000,-0.000010,-0.000000,-0.000000,-0.000,0.000001,0.000002,0.000837
0.2600,0,10.632447,10.632446,0.001856,0.000148,-0.015171,-0.869,-0.052954,0.039753,0.000000,-0.040768,-2.336,-0.130384,0.173428,0.003078,-0.019507,-1.118,-0.069488,0.052696,-0.000000,0.000000,0.000,-0.000000,-0.000010,-0.000000,-0.000000,-0.000,0.000001,0.000002,0.000938
0.2700,0,10.632723,10.632723,0.001268,0.000142,-0.015696,-0.899,-0.052557,0.040458,-0.000000,-0.042055,-2.410,-0.128649,0.169159,0.003132,-0.020197,-1.157,-0.068961,0.053368,-0.000000,0.000000,0.000,-0.000000,-0.000010,-0.000000,-0.000000,-0.000,0.000001,0.000002,0.001036
0.2800,0,10.633010,10.633010,0.000698,0.000136,-0.016218,-0.929,-0.052152,0.041091,-0.000000,-0.043324,-2.482,-0.126958,0.165008,0.003170,-0.020881,-1.196,-0.068427,0.053969,-0.000000,0.000000,0.000,-0.000001,-0.000010,-0.000000,-0.000000,-0.000,0.000001,0.000002,0.001129
0.2900,0,10.633308,10.633308,0.000145,0.000130,-0.016735,-0.959,-0.051741,0.041656,0.000000,-0.044577,-2.554,-0.125308,0.160970,0.003191,-0.021560,-1.235,-0.067888,0.054505,-0.000000,0.000000,0.000,-0.000001,-0.000010,-0.000000,-0.000000,-0.000,0.000001,0.000002,0.001218
0.3000,0,10.633616,10.633616,-0.000392,0.000124,-0.017248,-0.988,-0.051325,0.042156,0.000000,-0.045814,-2.625,-0.123698,0.157040,0.003195,-0.022233,-1.274,-0.067342,0.054979,-0.000000,0.000000,0.000,-0.000001,-0.000010,-0.000000,-0.000000,-0.000,0.000001,0.000002,0.001301
0.3100,0,10.633935,10.633935,-0.000913,0.000118,-0.017757,-1.017,-0.050903,0.042595,-0.000000,-0.047036,-2.695,-0.122128,0.153212,0.003182,-0.022901,-1.312,-0.066793,0.055397,-0.000000,0.000000,0.000,-0.000001,-0.000009,-0.000000,-0.000000,-0.000,0.000001,0.000002,0.001378
0.3200,0,10.634264,10.634264,-0.001420,0.000112,-0.018262,-1.046,-0.050477,0.042975,-0.000000,-0.048242,-2.764,-0.120595,0.149484,0.003152,-0.023564,-1.350,-0.066239,0.055761,-0.000000,0.000000,0.000,-0.000001,-0.000009,-0.000000,-0.000000,-0.000,0.000001,0.000002,0.001448
0.3300,0,10.634605,10.634604,-0.001912,0.000107,-0.018763,-1.075,-0.050047,0.043295,0.000000,-0.049433,-2.832,-0.119101,0.145853,0.003107,-0.024221,-1.388,-0.065681,0.056075,-0.000001,0.000000,0.000,-0.000001,-0.000009,-0.000000,-0.000000,-0.000,0.000001,0.000002,0.001511
0.3400,0,10.634955,10.634955,-0.002392,0.000102,-0.019259,-1.103,-0.049614,0.043552,0.000000,-0.050609,-2.900,-0.117642,0.142317,0.003047,-0.024872,-1.425,-0.065120,0.056341,-0.000001,0.000000,0.000,-0.000001,-0.000009,-0.000000,-0.000000,-0.000,0.000001,0.000002,0.001566
0.3500,0,10.635317,10.635317,-0.002859,0.000097,-0.019751,-1.132,-0.049179,0.043741,0.000000,-0.051771,-2.966,-0.116219,0.138879,0.002973,-0.025517,-1.462,-0.064557,0.056560,-0.000001,0.000000,0.000,-0.000001,-0.000009,-0.000000,-0.000000,-0.000,0.000001,0.000002,0.001613
0.3600,0,10.635689,10.635689,-0.003315,0.000093,-0.020238,-1.160,-0.048741,0.043846,0.000000,-0.052920,-3.032,-0.114830,0.135546,0.002889,-0.026157,-1.499,-0.063991,0.056731,-0.000001,0.000000,0.000,-0.000001,-0.000009,-0.000000,-0.000000,-0.000,0.000001,0.000002,0.001652
0.3700,0,10.636072,10.636072,-0.003760,0.000089,-0.020721,-1.187,-0.048303,0.043844,-0.000000,-0.054054,-3.097,-0.113475,0.132332,0.002794,-0.026792,-1.535,-0.063424,0.056850,-0.000001,-0.000000,-0.000,-0.000001,-0.000009,-0.000000,-0.000000,-0.000,0.000001,0.000001,0.001682
0.3800,0,10.636465,10.636465,-0.004196,0.000087,-0.021200,-1.215,-0.047865,0.043691,0.000000,-0.055176,-3.161,-0.112151,0.129262,0.002693,-0.027420,-1.571,-0.062856,0.056909,-0.000001,-0.000000,-0.000,-0.000002,-0.000009,-0.000000,-0.000000,-0.000,0.000001,0.000001,0.001704
0.3900,0,10.636869,10.636869,-0.004625,0.000085,-0.021674,-1.242,-0.047428,0.043318,0.000000,-0.056284,-3.225,-0.110859,0.126379,0.002589,-0.028043,-1.607,-0.062286,0.056890,-0.000001,-0.000000,-0.000,-0.000002,-0.000010,-0.000000,-0.000000,-0.000,0.000001,0.000000,0.001717
0.4000,0,10.637284,10.637284,-0.005048,0.000084,-0.022144,-1.269,-0.046994,0.042607,-0.000000,-0.057380,-3.288,-0.109595,0.123757,0.002484,-0.028660,-1.642,-0.061718,0.056766,-0.000001,-0.000000,-0.000,-0.000002,-0.000010,-0.000000,-0.000000,-0.000,0.000001,-0.000001,0.001722
0.4100,0,10.637709,10.637709,-0.005469,0.000085,-0.022610,-1.295,-0.046568,0.041369,0.000000,-0.058464,-3.350,-0.108357,0.121516,0.002384,-0.029272,-1.677,-0.061150,0.056489,-0.000002,-0.000000,-0.000,-0.000002,-0.000010,-0.000000,-0.000000,-0.000,0.000001,-0.000002,0.001719
0.4200,0,10.638145,10.638145,-0.005895,0.000086,-0.023071,-1.322,-0.046155,0.039298,0.000000,-0.059535,-3.411,-0.107142,0.119854,0.002296,-0.029877,-1.712,-0.060585,0.055979,-0.000002,-0.000000,-0.000,-0.000002,-0.000011,-0.000000,-0.000000,-0.000,0.000001,-0.000005,0.001708
0.4300,0,10.638591,10.638591,-0.006333,0.000090,-0.023529,-1.348,-0.045762,0.035894,0.000000,-0.060595,-3.472,-0.105944,0.119089,0.002228,-0.030478,-1.746,-0.060025,0.055106,-0.000002,-0.000000,-0.000,-0.000002,-0.000012,-0.000000,-0.000000,-0.000,0.000001,-0.000009,0.001689
0.4400,0,10.639049,10.639048,-0.006797,0.000095,-0.023983,-1.374,-0.045403,0.030354,-0.000000,-0.061642,-3.532,-0.104753,0.119742,0.002191,-0.031072,-1.780,-0.059474,0.053659,-0.000002,-0.000000,-0.000,-0.000002,-0.000013,-0.000000,-0.000000,-0.000,0.000001,-0.000015,0.001664
0.4500,0,10.639516,10.639516,-0.007310,0.000102,-0.024434,-1.400,-0.045099,0.021379,0.000000,-0.062678,-3.591,-0.103555,0.122649,0.002202,-0.031662,-1.814,-0.058938,0.051296,-0.000003,-0.000000,-0.000,-0.000002,-0.000016,-0.000000,-0.000000,-0.000,0.000000,-0.000025,0.001631
0.4600,0,10.639995,10.639995,-0.007906,0.000112,-0.024883,-1.426,-0.044885,0.006871,-0.000000,-0.063701,-3.650,-0.102329,0.129166,0.002287,-0.032246,-1.848,-0.058425,0.047462,-0.000003,-0.000000,-0.000,-0.000002,-0.000020,-0.000000,-0.000000,-0.000,0.000000,-0.000042,0.001593
0.4700,0,10.640484,10.640484,-0.008644,0.000126,-0.025331,-1.451,-0.044817,-0.016532,0.000000,-0.064711,-3.708,-0.101037,0.141492,0.002482,-0.032826,-1.881,-0.057950,0.041229,-0.000004,-0.000000,-0.000,-0.000003,-0.000022,-0.000000,-0.000000,-0.000,-0.000000,-0.000068,0.001549
0.4800,0,10.640984,10.640984,-0.009614,0.000145,-0.025781,-1.477,-0.044982,-0.051124,0.000000,-0.065708,-3.765,-0.099622,0.167028,0.002861,-0.033401,-1.914,-0.057538,0.028576,-0.000006,-0.000000,-0.000,-0.000003,0.000123,-0.000000,-0.000000,-0.000,-0.000001,0.000014,0.001522
0.4900,0,10.641504,10.641504,-0.010962,0.000171,-0.026235,-1.503,-0.045493,4.522615,0.000000,-0.066687,-3.821,-0.097952,9.686143,0.003636,-0.033974,-1.947,-0.057252,5.673472,0.000021,-0.000000,-0.000,-0.000002,0.000098,-0.000000,-0.000000,-0.000,-0.000001,0.000096,0.125387
0.5000,1,10.694655,10.694655,-0.010326,0.000024,-0.026238,-1.503,-0.000267,-12.060517,0.000000,-0.066698,-3.822,-0.001091,-25.623500,-0.000916,-0.033979,-1.947,-0.000517,-12.334298,-0.000083,-0.000000,-0.000,-0.000001,0.000265,-0.000000,-0.000000,-0.000,0.000000,-0.001394,-0.154430
0.5100,1,10.629004,10.629003,-0.010344,0.000573,-0.027447,-1.573,-0.120872,0.635445,-0.000000,-0.069271,-3.969,-0.257326,0.014220,-0.000379,-0.035217,-2.018,-0.123860,0.239280,0.000004,-0.000000,-0.000,0.000002,-0.000117,-0.000000,-0.000001,-0.000,-0.000014,0.000251,0.000106
0.5200,1,10.629002,10.629002,-0.005743,0.000550,-0.028592,-1.638,-0.114518,0.424410,0.000000,-0.071843,-4.116,-0.257183,0.170226,0.000971,-0.036432,-2.087,-0.121467,0.157808,0.000001,-0.000000,-0.000,0.000001,0.000093,-0.000000,-0.000001,-0.000,-0.000011,0.000430,0.000062
0.5300,1,10.629023,10.629023,-0.003441,0.000549,-0.029695,-1.701,-0.110274,0.284173,0.000000,-0.074398,-4.263,-0.255481,0.252661,0.001585,-0.037631,-2.156,-0.119889,0.122877,-0.000002,-0.000000,-0.000,0.000002,0.000057,-0.000000,-0.000001,-0.000,-0.000007,0.000268,-0.000004
0.5400,1,10.629055,10.629055,-0.002559,0.000558,-0.030769,-1.763,-0.107432,0.198191,-0.000000,-0.076928,-4.408,-0.252954,0.300043,0.001788,-0.038817,-2.224,-0.118661,0.102396,-0.000003,-0.000000,-0.000,0.000002,0.000032,-0.000000,-0.000001,-0.000,-0.000004,0.000167,-0.000065
0.5500,1,10.629098,10.629098,-0.002537,0.000574,-0.031824,-1.823,-0.105450,0.145847,-0.000000,-0.079427,-4.551,-0.249954,0.325872,0.001764,-0.039994,-2.291,-0.117637,0.090649,-0.000004,-0.000000,-0.000,0.000003,0.000016,-0.000000,-0.000001,-0.000,-0.000003,0.000104,-0.000121
0.5600,1,10.629151,10.629151,-0.003029,0.000591,-0.032864,-1.883,-0.103992,0.114283,-0.000000,-0.081894,-4.692,-0.246695,0.338454,0.001624,-0.041161,-2.358,-0.116730,0.084235,-0.000004,-0.000000,-0.000,0.000003,0.000006,-0.000000,-0.000001,-0.000,-0.000002,0.000065,-0.000173
0.5700,1,10.629215,10.629215,-0.003821,0.000610,-0.033892,-1.942,-0.102849,0.095530,0.000000,-0.084327,-4.832,-0.243311,0.342937,0.001436,-0.042320,-2.425,-0.115888,0.081050,-0.000004,-0.000000,-0.000,0.000003,0.000000,-0.000000,-0.000001,-0.000,-0.000001,0.000041,-0.000220
0.5800,1,10.629289,10.629289,-0.004783,0.000627,-0.034911,-2.000,-0.101894,0.084647,-0.000000,-0.086726,-4.969,-0.239881,0.342507,0.001238,-0.043471,-2.491,-0.115077,0.079795,-0.000004,-0.000000,-0.000,0.000003,-0.000003,-0.000000,-0.000001,-0.000,-0.000000,0.000026,-0.000261
0.5900,1,10.629374,10.629374,-0.005833,0.000644,-0.035921,-2.058,-0.101047,0.078576,0.000000,-0.089091,-5.105,-0.236456,0.339135,0.001052,-0.044614,-2.556,-0.114279,0.079667,-0.000004,-0.000000,-0.000,0.000003,-0.000005,-0.000000,-0.000001,-0.000,-0.000000,0.000017,-0.000298
0.6000,1,10.629470,10.629470,-0.006922,0.000659,-0.036924,-2.116,-0.100261,0.075425,-0.000000,-0.091421,-5.238,-0.233065,0.334040,0.000891,-0.045748,-2.621,-0.113483,0.080173,-0.000003,-0.000000,-0.000,0.000003,-0.000006,-0.000000,-0.000001,-0.000,-0.000000,0.000011,-0.000328
0.6100,1,10.629576,10.629576,-0.008022,0.000673,-0.037919,-2.173,-0.099507,0.074021,0.000000,-0.093718,-5.370,-0.229725,0.327972,0.000761,-0.046875,-2.686,-0.112681,0.081011,-0.000003,0.000000,0.000,0.000003,-0.000007,-0.000000,-0.000001,-0.000,0.000000,0.000008,-0.000351
0.6200,1,10.629693,10.629693,-0.009113,0.000685,-0.038907,-2.229,-0.098767,0.073645,-0.000000,-0.095983,-5.499,-0.226445,0.321392,0.000663,-0.047994,-2.750,-0.111871,0.081996,-0.000003,0.000000,0.000,0.000003,-0.000007,-0.000000,-0.000001,-0.000,0.000000,0.000006,-0.000367
0.6300,1,10.629821,10.629821,-0.010186,0.000696,-0.039887,-2.285,-0.098030,0.073851,-0.000000,-0.098215,-5.627,-0.223231,0.314581,0.000599,-0.049104,-2.813,-0.111051,0.083020,-0.000003,0.000000,0.000,0.000003,-0.000008,-0.000000,-0.000001,-0.000,0.000000,0.000004,-0.000376
0.6400,1,10.629959,10.629959,-0.011236,0.000705,-0.040860,-2.341,-0.097292,0.074368,-0.000000,-0.100416,-5.753,-0.220085,0.307710,0.000565,-0.050207,-2.877,-0.110221,0.084015,-0.000003,0.000000,0.000,0.000003,-0.000008,-0.000000,-0.000001,-0.000,0.000000,0.000004,-0.000377
0.6500,1,10.630108,10.630108,-0.012259,0.000714,-0.041825,-2.396,-0.096548,0.075029,-0.000000,-0.102586,-5.878,-0.217008,0.300881,0.000562,-0.051300,-2.939,-0.109380,0.084946,-0.000003,0.000000,0.000,0.000002,-0.000008,-0.000000,-0.000001,-0.000,0.000000,0.000003,-0.000370
0.6600,1,10.630267,10.630267,-0.013254,0.000721,-0.042783,-2.451,-0.095798,0.075735,-0.000000,-0.104726,-6.000,-0.213999,0.294153,0.000585,-0.052386,-3.001,-0.108531,0.085792,-0.000002,0.000000,0.000,0.000002,-0.000007,-0.000000,-0.000001,-0.000,0.000000,0.000003,-0.000354
0.6700,1,10.630437,10.630437,-0.014222,0.000727,-0.043734,-2.506,-0.095041,0.076427,0.000000,-0.106837,-6.121,-0.211058,0.287560,0.000633,-0.053462,-3.063,-0.107673,0.086543,-0.000002,0.000000,0.000,0.000002,-0.000007,-0.000000,-0.000001,-0.000,0.000000,0.000003,-0.000330
0.6800,1,10.630618,10.630618,-0.015163,0.000731,-0.044677,-2.560,-0.094276,0.077072,-0.000000,-0.108919,-6.241,-0.208182,0.281118,0.000702,-0.054531,-3.124,-0.106808,0.087196,-0.000002,0.000000,0.000,0.000002,-0.000007,-0.000000,-0.000001,-0.000,0.000000,0.000003,-0.000298
0.6900,1,10.630809,10.630809,-0.016078,0.000735,-0.045612,-2.613,-0.093506,0.077650,0.000000,-0.110972,-6.358,-0.205371,0.274836,0.000790,-0.055590,-3.185,-0.105936,0.087752,-0.000002,0.000000,0.000,0.000002,-0.000007,-0.000000,-0.000001,-0.000,0.000000,0.000003,-0.000257
0.7000,1,10.631011,10.631011,-0.016967,0.000738,-0.046539,-2.666,-0.092729,0.078153,0.000000,-0.112998,-6.474,-0.202623,0.268716,0.000893,-0.056640,-3.245,-0.105058,0.088213,-0.000002,0.000000,0.000,0.000002,-0.000007,-0.000000,-0.000001,-0.000,0.000000,0.000003,-0.000207
0.7100,1,10.631224,10.631224,-0.017833,0.000739,-0.047458,-2.719,-0.091948,0.078577,0.000000,-0.114998,-6.589,-0.199935,0.262754,0.001009,-0.057682,-3.305,-0.104176,0.088584,-0.000002,0.000000,0.000,0.000002,-0.000007,-0.000000,-0.000001,-0.000,0.000000,0.000003,-0.000150
0.7200,1,10.631447,10.631447,-0.018675,0.000740,-0.048370,-2.771,-0.091162,0.078923,0.000000,-0.116971,-6.702,-0.197308,0.256947,0.001134,-0.058715,-3.364,-0.103290,0.088868,-0.000001,0.000000,0.000,0.000002,-0.000007,-0.000000,-0.000001,-0.000,0.000000,0.000003,-0.000085
0.7300,1,10.631681,10.631681,-0.019495,0.000739,-0.049274,-2.823,-0.090373,0.079194,-0.000000,-0.118918,-6.814,-0.194738,0.251290,0.001267,-0.059739,-3.423,-0.102402,0.089072,-0.000001,0.000000,0.000,0.000002,-0.000007,-0.000000,-0.000001,-0.000,0.000001,0.000003,-0.000013
0.7400,1,10.631925,10.631925,-0.020295,0.000738,-0.050170,-2.875,-0.089581,0.079392,0.000000,-0.120841,-6.924,-0.192225,0.245777,0.001403,-0.060754,-3.481,-0.101511,0.089200,-0.000001,0.000000,0.000,0.000002,-0.000007,-0.000000,-0.000001,-0.000,0.000001,0.000003,0.000065
