time(s),left_wheel_vel(rad/s),right_wheel_vel(rad/s),base_vx(m/s),base_omega_z(rad/s),ankle_pos(rad),ankle_pos(deg),ankle_vel(rad/s),ankle_acc(rad/s²),ankle_torque(Nm),knee_pos(rad),knee_pos(deg),knee_vel(rad/s),knee_acc(rad/s²),knee_torque(Nm),hip_pos(rad),hip_pos(deg),hip_vel(rad/s),hip_acc(rad/s²),hip_torque(Nm),waist_roll_pos(rad),waist_roll_pos(deg),waist_roll_vel(rad/s),waist_roll_acc(rad/s²),waist_roll_torque(Nm),waist_yaw_pos(rad),waist_yaw_pos(deg),waist_yaw_vel(rad/s),waist_yaw_acc(rad/s²),waist_yaw_torque(Nm)
0.8400,9.099342,9.099342,-0.031917,-0.000084,-0.385843,-22.107,-0.267240,0.358200,0.000000,-0.822218,-47.110,-0.507956,0.686173,-0.093586,-0.397884,-22.797,-0.286218,0.357778,0.000129,-0.000770,-0.044,0.000052,0.002034,-0.000000,0.000032,0.002,-0.000015,-0.000094,0.001146
0.8500,9.100105,9.100105,-0.032069,-0.001026,-0.388479,-22.258,-0.263658,0.353912,0.000000,-0.827229,-47.397,-0.501094,0.676478,-0.091503,-0.400710,-22.959,-0.282640,0.353572,0.000127,-0.000769,-0.044,0.000073,0.001988,-0.000000,0.000032,0.002,-0.000016,-0.000091,0.001205
0.8600,9.100877,9.100877,-0.032218,-0.001949,-0.391080,-22.407,-0.260119,0.349654,-0.000000,-0.832172,-47.680,-0.494330,0.666943,-0.089418,-0.403501,-23.119,-0.279105,0.349396,0.000125,-0.000768,-0.044,0.000092,0.001942,-0.000000,0.000032,0.002,-0.000017,-0.000087,0.001269
0.8700,9.101657,9.101658,-0.032366,-0.002853,-0.393647,-22.554,-0.256623,0.345427,0.000000,-0.837048,-47.959,-0.487660,0.657562,-0.087335,-0.406258,-23.277,-0.275611,0.345249,0.000123,-0.000767,-0.044,0.000112,0.001895,-0.000000,0.000032,0.002,-0.000018,-0.000084,0.001338
0.8800,9.102447,9.102447,-0.032512,-0.003739,-0.396178,-22.699,-0.253168,0.341232,-0.000000,-0.841859,-48.235,-0.481085,0.648334,-0.085258,-0.408979,-23.433,-0.272158,0.341133,0.000120,-0.000766,-0.044,0.000131,0.001848,-0.000000,0.000032,0.002,-0.000019,-0.000081,0.001412
0.8900,9.103246,9.103246,-0.032656,-0.004607,-0.398676,-22.842,-0.249756,0.337069,-0.000000,-0.846605,-48.507,-0.474601,0.639253,-0.083188,-0.411667,-23.587,-0.268747,0.337049,0.000118,-0.000764,-0.044,0.000149,0.001802,-0.000000,0.000031,0.002,-0.000020,-0.000078,0.001489
0.9000,9.104054,9.104055,-0.032800,-0.005456,-0.401140,-22.984,-0.246385,0.332940,0.000000,-0.851287,-48.775,-0.468209,0.630317,-0.081130,-0.414320,-23.739,-0.265376,0.332997,0.000116,-0.000763,-0.044,0.000167,0.001755,-0.000000,0.000031,0.002,-0.000020,-0.000075,0.001570
0.9100,9.104872,9.104872,-0.032943,-0.006287,-0.403570,-23.123,-0.243056,0.328846,0.000000,-0.855906,-49.040,-0.461905,0.621524,-0.079086,-0.416941,-23.889,-0.262046,0.328979,0.000113,-0.000761,-0.044,0.000185,0.001709,-0.000000,0.000031,0.002,-0.000021,-0.000071,0.001653
0.9200,9.105698,9.105698,-0.033086,-0.007100,-0.405968,-23.260,-0.239768,0.324786,-0.000000,-0.860463,-49.301,-0.455690,0.612868,-0.077059,-0.419528,-24.037,-0.258757,0.324995,0.000111,-0.000759,-0.043,0.000202,0.001662,-0.000000,0.000031,0.002,-0.000022,-0.000068,0.001739
0.9300,9.106533,9.106533,-0.033229,-0.007894,-0.408333,-23.396,-0.236520,0.320762,-0.000000,-0.864959,-49.559,-0.449562,0.604349,-0.075051,-0.422083,-24.184,-0.255507,0.321044,0.000108,-0.000757,-0.043,0.000219,0.001616,-0.000000,0.000031,0.002,-0.000023,-0.000065,0.001827
0.9400,9.107378,9.107378,-0.033372,-0.008670,-0.410666,-23.529,-0.233312,0.316774,-0.000000,-0.869394,-49.813,-0.443518,0.595962,-0.073065,-0.424606,-24.328,-0.252296,0.317129,0.000106,-0.000754,-0.043,0.000235,0.001570,-0.000000,0.000030,0.002,-0.000023,-0.000062,0.001916
0.9500,9.108231,9.108232,-0.033515,-0.009428,-0.412968,-23.661,-0.230144,0.312823,0.000000,-0.873770,-50.063,-0.437558,0.587705,-0.071103,-0.427098,-24.471,-0.249125,0.313250,0.000104,-0.000752,-0.043,0.000250,0.001524,-0.000000,0.000030,0.002,-0.000024,-0.000060,0.002007
0.9600,9.109094,9.109094,-0.033659,-0.010169,-0.415238,-23.791,-0.227016,0.308908,-0.000000,-0.878087,-50.311,-0.431681,0.579576,-0.069168,-0.429558,-24.612,-0.245992,0.309406,0.000101,-0.000749,-0.043,0.000266,0.001478,-0.000000,0.000030,0.002,-0.000024,-0.000057,0.002097
0.9700,9.109966,9.109966,-0.033803,-0.010891,-0.417477,-23.920,-0.223927,0.305031,-0.000000,-0.882345,-50.555,-0.425886,0.571571,-0.067260,-0.431987,-24.751,-0.242898,0.305598,0.000099,-0.000746,-0.043,0.000280,0.001433,-0.000000,0.000030,0.002,-0.000025,-0.000054,0.002187
0.9800,9.110847,9.110847,-0.033948,-0.011596,-0.419686,-24.046,-0.220877,0.301191,0.000000,-0.886547,-50.795,-0.420170,0.563688,-0.065383,-0.434385,-24.888,-0.239842,0.301826,0.000097,-0.000743,-0.043,0.000295,0.001388,-0.000000,0.000029,0.002,-0.000026,-0.000051,0.002276
0.9900,9.111737,9.111737,-0.034095,-0.012283,-0.421864,-24.171,-0.217865,0.297389,0.000000,-0.890692,-51.033,-0.414533,0.555925,-0.063537,-0.436753,-25.024,-0.236824,0.298092,0.000095,-0.000740,-0.042,0.000309,0.001343,-0.000000,0.000029,0.002,-0.000026,-0.000049,0.002363
1.0000,9.112636,9.112636,-0.034243,-0.012952,-0.424013,-24.294,-0.214891,0.293625,0.000000,-0.894782,-51.267,-0.408974,0.548279,-0.061725,-0.439092,-25.158,-0.233843,0.294394,0.000092,-0.000737,-0.042,0.000322,0.001299,-0.000000,0.000029,0.002,-0.000027,-0.000046,0.002449
1.0100,9.113544,9.113545,-0.034392,-0.013605,-0.426133,-24.416,-0.211955,0.289899,-0.000000,-0.898817,-51.498,-0.403491,0.540749,-0.059946,-0.441401,-25.290,-0.230899,0.290733,0.000090,-0.000734,-0.042,0.000335,0.001255,-0.000000,0.000028,0.002,-0.000027,-0.000043,0.002532
1.0200,9.114462,9.114462,-0.034542,-0.014240,-0.428223,-24.535,-0.209056,0.286211,0.000000,-0.902798,-51.727,-0.398084,0.533331,-0.058203,-0.443681,-25.421,-0.227992,0.287110,0.000088,-0.000730,-0.042,0.000348,0.001212,-0.000000,0.000028,0.002,-0.000027,-0.000041,0.002612
1.0300,9.115388,9.115388,-0.034695,-0.014859,-0.430285,-24.654,-0.206194,0.282562,0.000000,-0.906725,-51.952,-0.392750,0.526024,-0.056497,-0.445932,-25.550,-0.225121,0.283523,0.000085,-0.000727,-0.042,0.000360,0.001169,-0.000000,0.000028,0.002,-0.000028,-0.000038,0.002688
1.0400,9.116324,9.116324,-0.034849,-0.015460,-0.432319,-24.770,-0.203368,0.278951,0.000000,-0.910600,-52.174,-0.387490,0.518825,-0.054827,-0.448155,-25.677,-0.222286,0.279975,0.000083,-0.000723,-0.041,0.000371,0.001126,-0.000000,0.000028,0.002,-0.000028,-0.000036,0.002760
1.0500,9.117269,9.117269,-0.035005,-0.016046,-0.434325,-24.885,-0.200578,0.275379,-0.000000,-0.914423,-52.393,-0.382302,0.511733,-0.053196,-0.450350,-25.803,-0.219486,0.276463,0.000081,-0.000719,-0.041,0.000383,0.001085,-0.000000,0.000027,0.002,-0.000029,-0.000034,0.002828
1.0600,9.118222,9.118223,-0.035163,-0.016615,-0.436303,-24.998,-0.197825,0.271845,-0.000000,-0.918195,-52.609,-0.377184,0.504745,-0.051602,-0.452517,-25.927,-0.216721,0.272989,0.000079,-0.000715,-0.041,0.000394,0.001043,-0.000000,0.000027,0.002,-0.000029,-0.000031,0.002891
1.0700,9.119185,9.119186,-0.035323,-0.017167,-0.438254,-25.110,-0.195106,0.268350,0.000000,-0.921917,-52.822,-0.372137,0.497860,-0.050048,-0.454657,-26.050,-0.213991,0.269552,0.000077,-0.000711,-0.041,0.000404,0.001002,-0.000000,0.000027,0.002,-0.000029,-0.000029,0.002949
1.0800,9.120158,9.120158,-0.035485,-0.017704,-0.440178,-25.220,-0.192423,0.264893,0.000000,-0.925588,-53.032,-0.367158,0.491075,-0.048532,-0.456770,-26.171,-0.211296,0.266153,0.000075,-0.000707,-0.041,0.000414,0.000962,-0.000000,0.000026,0.002,-0.000029,-0.000027,0.003001
1.0900,9.121139,9.121139,-0.035650,-0.018225,-0.442076,-25.329,-0.189774,0.261474,0.000000,-0.929211,-53.240,-0.362248,0.484390,-0.047054,-0.458856,-26.291,-0.208634,0.262791,0.000073,-0.000703,-0.040,0.000424,0.000923,-0.000000,0.000026,0.002,-0.000030,-0.000025,0.003048
1.1000,9.122129,9.122129,-0.035817,-0.018731,-0.443948,-25.436,-0.187159,0.258094,-0.000000,-0.932785,-53.445,-0.357404,0.477801,-0.045616,-0.460916,-26.409,-0.206006,0.259466,0.000070,-0.000698,-0.040,0.000433,0.000883,-0.000000,0.000026,0.001,-0.000030,-0.000023,0.003089
1.1100,9.123129,9.123129,-0.035986,-0.019222,-0.445794,-25.542,-0.184578,0.254752,-0.000000,-0.936311,-53.647,-0.352626,0.471308,-0.044215,-0.462950,-26.525,-0.203412,0.256178,0.000068,-0.000694,-0.040,0.000442,0.000845,-0.000000,0.000026,0.001,-0.000030,-0.000021,0.003123
1.1200,9.124137,9.124137,-0.036157,-0.019697,-0.447614,-25.646,-0.182031,0.251448,-0.000000,-0.939790,-53.846,-0.347913,0.464908,-0.042853,-0.464959,-26.640,-0.200850,0.252928,0.000066,-0.000690,-0.040,0.000450,0.000807,-0.000000,0.000025,0.001,-0.000030,-0.000019,0.003151
1.1300,9.125155,9.125155,-0.036331,-0.020158,-0.449409,-25.749,-0.179516,0.248182,-0.000000,-0.943223,-54.043,-0.343264,0.458601,-0.041528,-0.466942,-26.754,-0.198321,0.249714,0.000064,-0.000685,-0.039,0.000458,0.000770,-0.000000,0.000025,0.001,-0.000031,-0.000017,0.003174
1.1400,9.126182,9.126182,-0.036508,-0.020604,-0.451179,-25.851,-0.177034,0.244954,-0.000000,-0.946609,-54.237,-0.338678,0.452383,-0.040240,-0.468900,-26.866,-0.195823,0.246536,0.000062,-0.000680,-0.039,0.000466,0.000733,-0.000000,0.000025,0.001,-0.000031,-0.000015,0.003189
1.1500,9.127218,9.127218,-0.036687,-0.021036,-0.452925,-25.951,-0.174585,0.241763,0.000000,-0.949951,-54.428,-0.334154,0.446255,-0.038987,-0.470834,-26.977,-0.193358,0.243395,0.000061,-0.000676,-0.039,0.000473,0.000697,-0.000000,0.000024,0.001,-0.000031,-0.000014,0.003199
1.1600,9.128263,9.128263,-0.036869,-0.021453,-0.454647,-26.049,-0.172167,0.238609,-0.000000,-0.953248,-54.617,-0.329691,0.440214,-0.037770,-0.472743,-27.086,-0.190924,0.240291,0.000059,-0.000671,-0.038,0.000480,0.000662,-0.000000,0.000024,0.001,-0.000031,-0.000012,0.003202
1.1700,9.129317,9.129317,-0.037053,-0.021857,-0.456345,-26.147,-0.169781,0.235493,0.000000,-0.956501,-54.803,-0.325289,0.434260,-0.036588,-0.474628,-27.194,-0.188521,0.237222,0.000057,-0.000666,-0.038,0.000487,0.000628,-0.000000,0.000024,0.001,-0.000031,-0.000010,0.003200
1.1800,9.130380,9.130380,-0.037240,-0.022247,-0.458019,-26.243,-0.167426,0.232414,0.000000,-0.959710,-54.987,-0.320946,0.428389,-0.035439,-0.476490,-27.301,-0.186149,0.234190,0.000055,-0.000661,-0.038,0.000493,0.000594,-0.000000,0.000023,0.001,-0.000031,-0.000009,0.003191
1.1900,9.131453,9.131453,-0.037430,-0.022624,-0.459670,-26.337,-0.165102,0.229371,0.000000,-0.962877,-55.169,-0.316662,0.422602,-0.034322,-0.478328,-27.406,-0.183807,0.231193,0.000053,-0.000656,-0.038,0.000499,0.000560,-0.000000,0.000023,0.001,-0.000031,-0.000007,0.003177
1.2000,9.132534,9.132535,-0.037622,-0.022988,-0.461298,-26.430,-0.162808,0.226364,-0.000000,-0.966001,-55.348,-0.312436,0.416896,-0.033236,-0.480143,-27.510,-0.181495,0.228231,0.000051,-0.000651,-0.037,0.000505,0.000528,-0.000000,0.000023,0.001,-0.000031,-0.000006,0.003158
1.2100,9.133625,9.133625,-0.037817,-0.023339,-0.462903,-26.522,-0.160545,0.223394,-0.000000,-0.969084,-55.524,-0.308268,0.411271,-0.032180,-0.481935,-27.613,-0.179213,0.225305,0.000050,-0.000646,-0.037,0.000510,0.000496,-0.000000,0.000022,0.001,-0.000032,-0.000004,0.003134
1.2200,9.134725,9.134725,-0.038015,-0.023678,-0.464487,-26.613,-0.158311,0.220460,-0.000000,-0.972125,-55.699,-0.304155,0.405724,-0.031153,-0.483704,-27.714,-0.176960,0.222413,0.000048,-0.000641,-0.037,0.000515,0.000464,-0.000000,0.000022,0.001,-0.000032,-0.000003,0.003105
1.2300,9.135834,9.135834,-0.038215,-0.024004,-0.466048,-26.703,-0.156106,0.217561,-0.000000,-0.975126,-55.871,-0.300098,0.400256,-0.030153,-0.485452,-27.814,-0.174736,0.219557,0.000046,-0.000635,-0.036,0.000520,0.000434,-0.000000,0.000022,0.001,-0.000032,-0.000001,0.003073
1.2400,9.136952,9.136952,-0.038418,-0.024318,-0.467587,-26.791,-0.153931,0.214698,-0.000000,-0.978087,-56.040,-0.296095,0.394864,-0.029180,-0.487177,-27.913,-0.172540,0.216734,0.000045,-0.000630,-0.036,0.000524,0.000404,-0.000000,0.000022,0.001,-0.000032,-0.000000,0.003036
1.2500,9.138079,9.138080,-0.038624,-0.024621,-0.469105,-26.878,-0.151784,0.211870,0.000000,-0.981009,-56.208,-0.292146,0.389547,-0.028231,-0.488881,-28.011,-0.170373,0.213946,0.000043,-0.000625,-0.036,0.000528,0.000374,-0.000000,0.000021,0.001,-0.000032,0.000001,0.002996
1.2600,9.139216,9.139216,-0.038833,-0.024912,-0.470601,-26.963,-0.149665,0.209076,0.000000,-0.983891,-56.373,-0.288251,0.384304,-0.027307,-0.490563,-28.107,-0.168233,0.211191,0.000042,-0.000620,-0.036,0.000532,0.000346,-0.000000,0.000021,0.001,-0.000032,0.000002,0.002954
1.2700,9.140361,9.140362,-0.039044,-0.025191,-0.472077,-27.048,-0.147574,0.206317,-0.000000,-0.986735,-56.536,-0.284408,0.379135,-0.026405,-0.492224,-28.202,-0.166121,0.208470,0.000040,-0.000614,-0.035,0.000535,0.000318,-0.000000,0.000021,0.001,-0.000032,0.000003,0.002910
1.2800,9.141516,9.141516,-0.039258,-0.025460,-0.473532,-27.131,-0.145511,0.203592,0.000000,-0.989542,-56.697,-0.280617,0.374037,-0.025525,-0.493865,-28.296,-0.164037,0.205783,0.000039,-0.000609,-0.035,0.000538,0.000290,-0.000000,0.000020,0.001,-0.000032,0.000005,0.002864
1.2900,9.142680,9.142680,-0.039475,-0.025718,-0.474967,-27.214,-0.143475,0.200901,0.000000,-0.992310,-56.855,-0.276876,0.369010,-0.024665,-0.495485,-28.389,-0.161979,0.203128,0.000037,-0.000603,-0.035,0.000541,0.000263,-0.000000,0.000020,0.001,-0.000032,0.000006,0.002816
1.3000,9.143853,9.143853,-0.039695,-0.025965,-0.476382,-27.295,-0.141466,0.198244,-0.000000,-0.995042,-57.012,-0.273186,0.364052,-0.023824,-0.497084,-28.481,-0.159948,0.200506,0.000036,-0.000598,-0.034,0.000544,0.000237,-0.000000,0.000020,0.001,-0.000031,0.000007,0.002769
1.3100,9.145035,9.145035,-0.039917,-0.026203,-0.477777,-27.375,-0.139484,0.195619,0.000000,-0.997738,-57.166,-0.269546,0.359163,-0.023001,-0.498663,-28.571,-0.157943,0.197916,0.000034,-0.000593,-0.034,0.000546,0.000212,-0.000000,0.000019,0.001,-0.000031,0.000008,0.002721
1.3200,9.146226,9.146226,-0.040142,-0.026430,-0.479152,-27.453,-0.137527,0.193028,-0.000000,-1.000397,-57.319,-0.265954,0.354341,-0.022195,-0.500223,-28.661,-0.155963,0.195358,0.000033,-0.000587,-0.034,0.000548,0.000187,-0.000000,0.000019,0.001,-0.000031,0.000009,0.002675
1.3300,9.147427,9.147427,-0.040369,-0.026648,-0.480508,-27.531,-0.135597,0.190469,0.000000,-1.003021,-57.469,-0.262410,0.349586,-0.021405,-0.501763,-28.749,-0.154010,0.192832,0.000032,-0.000582,-0.033,0.000550,0.000163,-0.000000,0.000019,0.001,-0.000031,0.000010,0.002629
1.3400,9.148636,9.148636,-0.040600,-0.026856,-0.481845,-27.608,-0.133692,0.187942,0.000000,-1.005611,-57.617,-0.258915,0.344896,-0.020630,-0.503284,-28.836,-0.152081,0.190338,0.000030,-0.000576,-0.033,0.000552,0.000140,-0.000000,0.000018,0.001,-0.000031,0.000010,0.002585
1.3500,9.149855,9.149855,-0.040833,-0.027055,-0.483163,-27.683,-0.131813,0.185448,0.000000,-1.008165,-57.764,-0.255466,0.340271,-0.019870,-0.504786,-28.922,-0.150178,0.187874,0.000029,-0.000571,-0.033,0.000553,0.000117,-0.000000,0.000018,0.001,-0.000031,0.000011,0.002544
1.3600,9.151083,9.151083,-0.041069,-0.027245,-0.484462,-27.758,-0.129958,0.182984,-0.000000,-1.010686,-57.908,-0.252063,0.335709,-0.019124,-0.506269,-29.007,-0.148299,0.185442,0.000028,-0.000565,-0.032,0.000554,0.000094,-0.000000,0.000018,0.001,-0.000031,0.000012,0.002506
1.3700,9.152320,9.152320,-0.041307,-0.027427,-0.485744,-27.831,-0.128129,0.180552,0.000000,-1.013173,-58.051,-0.248706,0.331210,-0.018390,-0.507733,-29.091,-0.146445,0.183039,0.000027,-0.000559,-0.032,0.000555,0.000073,-0.000000,0.000017,0.001,-0.000031,0.000013,0.002471
